age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
58,Self-emp-not-inc,73480,Assoc-acdm,11,Widowed,Handlers-cleaners,Wife,White,Male,0,394,58,Japan
38,Without-pay,143837,Some-college,10,Widowed,?,Wife,Amer-Indian-Eskimo,Male,9973,0,43,Laos
28,Self-emp-not-inc,305614,Masters,11,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,65,28,South
28,Local-gov,224964,Assoc-acdm,8,Married-spouse-absent,Other-service,Wife,Black,Male,0,142,61,Canada
34,Self-emp-inc,164429,Masters,12,Married-spouse-absent,Protective-serv,Other-relative,Other,Male,17415,360,28,England
31,?,373062,9th,7,Never-married,Tech-support,Not-in-family,Black,Female,0,0,44,Portugal
28,Self-emp-not-inc,317032,Prof-school,8,Never-married,Craft-repair,Unmarried,Other,Female,2312,376,35,Dominican-Republic
31,Local-gov,188194,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,48,Philippines
44,Federal-gov,141613,Doctorate,6,Never-married,Exec-managerial,Husband,Black,Female,9526,0,22,Dominican-Republic
35,Self-emp-not-inc,79212,Masters,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,5373,226,18,Vietnam
22,Federal-gov,308898,10th,15,Married-AF-spouse,Farming-fishing,Other-relative,White,Female,1232,457,42,Japan
38,Self-emp-inc,205007,1st-4th,12,Married-civ-spouse,Tech-support,Wife,White,Male,8267,839,50,Mexico
33,Self-emp-not-inc,93028,10th,6,Married-spouse-absent,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,0,570,42,France
36,Local-gov,155506,HS-grad,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,49,Italy
48,Without-pay,286170,Masters,11,Divorced,Craft-repair,Unmarried,White,Female,9941,0,15,Peru
12,Without-pay,85615,11th,10,Married-AF-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,311,61,Trinadad&Tobago
37,State-gov,407402,10th,8,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Female,3083,158,48,Cuba
24,Private,76961,9th,12,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,300,38,Jamaica
60,Private,236302,9th,14,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,188,19,Vietnam
34,Self-emp-inc,87005,Masters,15,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,25,Peru
49,Without-pay,262648,Assoc-acdm,16,Married-spouse-absent,Exec-managerial,Unmarried,Other,Male,2685,435,31,Cambodia
53,Never-worked,146624,10th,13,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,14038,782,38,Thailand
21,Never-worked,337970,5th-6th,9,Divorced,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,4462,328,26,Taiwan
64,Self-emp-not-inc,156440,7th-8th,7,Never-married,Transport-moving,Unmarried,Other,Female,0,804,39,China
21,?,89894,10th,16,Widowed,Sales,Husband,White,Male,0,0,49,France
31,Local-gov,176642,Some-college,12,Married-AF-spouse,Farming-fishing,Own-child,White,Female,6273,253,50,Thailand
45,Private,276196,Doctorate,9,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,32,Philippines
42,Never-worked,246877,12th,11,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,130,46,Italy
41,Self-emp-inc,66515,Bachelors,9,Separated,Tech-support,Husband,Asian-Pac-Islander,Female,3447,0,35,South
52,Never-worked,337908,11th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,5744,0,45,Haiti
24,Never-worked,201781,9th,9,Married-civ-spouse,?,Own-child,Asian-Pac-Islander,Male,0,477,36,Outlying-US(Guam-USVI-etc)
79,Local-gov,99701,Assoc-voc,13,Married-AF-spouse,?,Not-in-family,Other,Female,13306,274,31,Haiti
26,State-gov,163190,Some-college,14,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,43,Cambodia
23,Federal-gov,98804,1st-4th,13,Separated,Sales,Not-in-family,Black,Female,0,517,50,Vietnam
45,Without-pay,102506,9th,6,Married-spouse-absent,Machine-op-inspct,Own-child,Black,Female,0,0,43,Taiwan
56,Self-emp-inc,72315,11th,10,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,0,70,36,Canada
61,Local-gov,202467,9th,9,Never-married,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,4350,0,28,Holand-Netherlands
36,State-gov,158069,HS-grad,13,Divorced,Craft-repair,Own-child,White,Female,5421,0,50,Iran
28,Local-gov,91109,Doctorate,12,Never-married,Farming-fishing,Other-relative,White,Female,11515,42,21,Honduras
36,Local-gov,33381,9th,11,Married-civ-spouse,Other-service,Wife,Other,Female,1584,0,40,Ecuador
49,Federal-gov,145832,9th,12,Married-AF-spouse,Prof-specialty,Husband,Other,Female,6921,292,35,China
35,Federal-gov,-27421,HS-grad,11,Separated,?,Other-relative,Black,Female,3396,141,31,India
25,Without-pay,206814,11th,7,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,0,156,23,France
26,Private,59605,HS-grad,8,Married-spouse-absent,Protective-serv,Husband,Other,Female,0,0,55,India
42,Self-emp-inc,140610,7th-8th,6,Widowed,Prof-specialty,Wife,White,Female,3454,706,43,United-States
42,Without-pay,24229,12th,8,Separated,Exec-managerial,Other-relative,White,Male,0,0,63,Italy
48,Without-pay,293197,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,31,Hungary
16,Local-gov,111694,12th,7,Married-AF-spouse,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,8282,661,31,Germany
16,Local-gov,313779,12th,5,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,0,25,England
46,Local-gov,155758,5th-6th,14,Separated,Sales,Unmarried,White,Female,12566,0,46,Peru
39,Self-emp-not-inc,255510,5th-6th,10,Widowed,Protective-serv,Husband,Other,Male,0,0,50,India
-2,Without-pay,240960,12th,13,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,0,0,62,Outlying-US(Guam-USVI-etc)
53,?,244568,Assoc-voc,8,Divorced,Other-service,Wife,Other,Male,0,329,32,Japan
52,?,291309,Some-college,12,Married-spouse-absent,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,358,35,Nicaragua
43,Federal-gov,86470,12th,8,Married-civ-spouse,Transport-moving,Unmarried,Black,Female,0,93,49,Canada
51,Private,109536,7th-8th,11,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,10739,0,51,Japan
28,State-gov,243652,Assoc-acdm,13,Married-AF-spouse,?,Unmarried,White,Female,10979,0,33,Philippines
21,Local-gov,216589,Some-college,4,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,589,30,El-Salvador
43,Without-pay,311803,Some-college,8,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,37,44,Cuba
41,State-gov,250218,Assoc-voc,8,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,7755,65,44,Poland
47,Without-pay,297771,11th,8,Separated,Other-service,Husband,Asian-Pac-Islander,Male,14383,226,39,Trinadad&Tobago
50,Self-emp-inc,322881,Preschool,4,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,22,Cambodia
19,?,262737,11th,11,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,564,73,Italy
31,Without-pay,324005,Some-college,12,Married-AF-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,2162,81,49,China
24,Federal-gov,313438,Prof-school,14,Widowed,Priv-house-serv,Husband,White,Female,7304,350,32,El-Salvador
91,Private,184048,Some-college,13,Married-civ-spouse,Armed-Forces,Husband,Black,Female,7284,177,42,Ecuador
53,Self-emp-inc,309132,HS-grad,12,Widowed,Armed-Forces,Unmarried,Other,Female,6994,342,30,Vietnam
34,Never-worked,307341,Preschool,5,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,346,36,Yugoslavia
42,Private,211656,10th,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,2445,0,16,Dominican-Republic
47,Private,267039,Some-college,13,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,5987,0,68,Poland
50,Private,176193,HS-grad,5,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,0,0,37,United-States
58,State-gov,60154,5th-6th,12,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,43,Poland
48,Private,117643,Some-college,8,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,17,Jamaica
44,?,-40254,Assoc-acdm,14,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Male,10039,949,37,Portugal
52,Local-gov,182380,1st-4th,5,Married-spouse-absent,Exec-managerial,Wife,Other,Male,0,761,15,India
69,Local-gov,449148,12th,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,4419,0,38,Yugoslavia
24,Self-emp-not-inc,174865,Prof-school,11,Never-married,Tech-support,Other-relative,White,Female,9291,314,35,Peru
52,Without-pay,422981,Bachelors,11,Divorced,?,Husband,Other,Female,0,179,51,Taiwan
50,Never-worked,89046,Some-college,9,Divorced,Tech-support,Wife,Black,Male,5738,104,70,Peru
54,State-gov,57091,Some-college,9,Never-married,Exec-managerial,Unmarried,Other,Male,0,34,56,Nicaragua
46,Never-worked,102619,Preschool,10,Married-AF-spouse,Armed-Forces,Wife,Other,Female,0,0,24,Japan
30,Federal-gov,139409,9th,10,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,0,608,54,Hungary
12,?,335962,Masters,10,Never-married,Priv-house-serv,Wife,Black,Female,6021,0,69,England
50,Never-worked,200223,Doctorate,10,Married-AF-spouse,Other-service,Own-child,Other,Male,0,0,52,China
30,Never-worked,480108,Bachelors,6,Widowed,Transport-moving,Not-in-family,White,Female,10341,1012,25,Hungary
46,Self-emp-not-inc,39164,12th,7,Married-spouse-absent,Armed-Forces,Other-relative,Other,Female,9660,0,47,?
37,Without-pay,-46885,Bachelors,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,500,48,Thailand
26,Without-pay,282519,Masters,9,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,9060,491,58,India
20,Self-emp-not-inc,181643,Preschool,8,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,10353,0,37,Hong
39,State-gov,66858,10th,14,Married-spouse-absent,Other-service,Wife,Black,Male,0,354,29,Yugoslavia
70,Without-pay,177838,Assoc-acdm,10,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,365,37,Peru
58,Self-emp-not-inc,281003,Doctorate,14,Married-civ-spouse,Handlers-cleaners,Own-child,Black,Female,1643,171,45,Philippines
3,Self-emp-not-inc,227100,Assoc-voc,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,6141,396,51,Laos
35,?,106397,Bachelors,8,Divorced,Other-service,Husband,Other,Male,0,0,49,Philippines
30,?,205529,Preschool,7,Married-spouse-absent,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,7699,180,35,Italy
43,Federal-gov,142774,Bachelors,8,Married-civ-spouse,Other-service,Husband,White,Male,0,338,50,Iran
32,Self-emp-not-inc,153095,10th,11,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,25,Germany
40,Local-gov,243895,Prof-school,10,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,1520,0,41,Holand-Netherlands
52,Local-gov,296270,5th-6th,6,Widowed,Craft-repair,Not-in-family,Other,Male,0,0,33,Thailand
1,Private,223680,1st-4th,11,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,0,99,38,Columbia
42,State-gov,271740,Prof-school,12,Married-AF-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,31,Germany
33,Local-gov,182278,Prof-school,9,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Male,0,0,39,Hong
34,Local-gov,331577,7th-8th,10,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,0,587,62,Holand-Netherlands
15,State-gov,7586,HS-grad,9,Separated,Sales,Other-relative,White,Female,0,0,55,Yugoslavia
26,Never-worked,349954,10th,7,Married-civ-spouse,?,Not-in-family,Black,Male,0,189,41,Outlying-US(Guam-USVI-etc)
49,Without-pay,72958,Prof-school,10,Divorced,Handlers-cleaners,Other-relative,Black,Female,0,783,33,Hungary
18,Never-worked,253686,5th-6th,8,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,8090,0,30,Hong
49,Self-emp-not-inc,167506,7th-8th,9,Widowed,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,6827,182,44,Mexico
29,Federal-gov,192362,12th,6,Married-AF-spouse,Sales,Wife,White,Female,0,0,28,Trinadad&Tobago
38,Private,156300,9th,8,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,6776,0,56,?
42,Self-emp-not-inc,199178,Prof-school,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,8788,0,47,Canada
30,Never-worked,169337,Preschool,12,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,617,58,Portugal
31,Local-gov,51074,10th,11,Never-married,Priv-house-serv,Own-child,White,Female,4176,0,60,Poland
35,Never-worked,50701,10th,7,Separated,?,Own-child,Other,Male,0,0,44,China
9,Self-emp-not-inc,326724,7th-8th,11,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,0,560,53,France
41,Private,352005,Preschool,6,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,613,37,Philippines
46,?,159506,12th,7,Separated,?,Other-relative,Amer-Indian-Eskimo,Male,0,0,30,Hong
20,Private,320221,Preschool,7,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Male,2989,0,23,Italy
16,Private,194716,10th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,11248,662,46,England
40,Local-gov,157994,5th-6th,7,Married-civ-spouse,?,Own-child,Black,Male,332,197,43,China
43,Local-gov,-23448,Bachelors,9,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,5572,0,47,India
52,Private,217654,HS-grad,10,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,0,438,28,Puerto-Rico
37,Local-gov,427198,Preschool,8,Widowed,Priv-house-serv,Unmarried,White,Female,5767,301,16,Puerto-Rico
39,Federal-gov,116229,Preschool,5,Never-married,Prof-specialty,Unmarried,Black,Male,8618,44,33,Hungary
14,Without-pay,53417,10th,9,Married-civ-spouse,Other-service,Wife,Black,Female,5912,129,43,Philippines
41,Self-emp-not-inc,153084,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Other,Male,838,0,50,Holand-Netherlands
60,Without-pay,228622,Some-college,8,Widowed,?,Husband,Other,Male,5680,1046,57,Yugoslavia
39,?,272684,1st-4th,9,Married-spouse-absent,Exec-managerial,Husband,Black,Female,11253,0,18,Vietnam
29,Self-emp-not-inc,251080,Doctorate,11,Married-civ-spouse,Other-service,Wife,Black,Female,7307,380,46,Columbia
45,Federal-gov,290453,Bachelors,10,Never-married,Sales,Unmarried,White,Female,502,0,46,Vietnam
48,?,121091,Assoc-voc,9,Married-spouse-absent,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,0,784,32,Peru
25,Private,210691,Prof-school,11,Widowed,Protective-serv,Not-in-family,Black,Male,7375,0,54,United-States
41,Self-emp-inc,170853,Assoc-voc,9,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,0,0,23,Germany
33,State-gov,140721,10th,12,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,11121,170,48,Canada
22,Without-pay,200642,Prof-school,7,Separated,Transport-moving,Wife,Black,Female,584,88,62,Nicaragua
54,Never-worked,191933,12th,10,Married-civ-spouse,?,Other-relative,White,Male,1037,0,39,Jamaica
9,Self-emp-inc,217169,11th,12,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,33,Trinadad&Tobago
25,Self-emp-inc,261524,7th-8th,9,Married-AF-spouse,Machine-op-inspct,Other-relative,White,Male,4274,262,40,Thailand
39,Without-pay,144361,Prof-school,4,Married-spouse-absent,Protective-serv,Husband,White,Female,0,0,31,Nicaragua
55,Private,244310,Assoc-acdm,11,Widowed,Transport-moving,Unmarried,Other,Female,0,176,55,Yugoslavia
31,Never-worked,278005,Preschool,8,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,3067,0,47,Scotland
26,?,213003,7th-8th,10,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,202,34,Japan
45,Federal-gov,263195,Assoc-voc,8,Married-AF-spouse,?,Husband,Black,Male,206,0,18,Vietnam
23,Local-gov,153441,Some-college,4,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,4326,128,35,Vietnam
42,Private,234653,Prof-school,13,Married-spouse-absent,?,Wife,Other,Female,2498,0,22,Columbia
41,?,107184,Assoc-voc,13,Separated,Adm-clerical,Own-child,White,Male,4935,306,38,United-States
46,Never-worked,184309,5th-6th,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,7414,120,43,Poland
47,Self-emp-not-inc,315583,5th-6th,9,Never-married,Adm-clerical,Not-in-family,White,Male,12511,638,61,Holand-Netherlands
32,Federal-gov,352214,Doctorate,9,Separated,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,5238,567,36,Columbia
31,Federal-gov,192172,Assoc-voc,11,Widowed,Protective-serv,Wife,Black,Male,5925,357,10,Outlying-US(Guam-USVI-etc)
45,Self-emp-inc,254195,Assoc-acdm,10,Married-AF-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,15394,0,30,?
23,Self-emp-inc,191527,Assoc-voc,3,Never-married,Other-service,Unmarried,Other,Male,5364,0,23,Scotland
44,Never-worked,253029,Masters,13,Divorced,Farming-fishing,Own-child,Other,Male,2228,143,55,Thailand
46,?,369394,11th,10,Married-AF-spouse,?,Husband,Asian-Pac-Islander,Female,0,0,57,Outlying-US(Guam-USVI-etc)
20,State-gov,113544,11th,9,Never-married,Protective-serv,Own-child,Black,Male,1550,179,49,Vietnam
43,State-gov,205627,7th-8th,6,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,2004,0,32,Portugal
39,Local-gov,5330,9th,6,Married-spouse-absent,Tech-support,Husband,White,Male,851,292,43,Taiwan
49,?,216353,Assoc-acdm,8,Separated,Farming-fishing,Other-relative,White,Male,12796,24,29,Puerto-Rico
21,State-gov,77023,Prof-school,12,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander,Female,4307,234,42,Yugoslavia
48,State-gov,415849,1st-4th,17,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,57,Ireland
33,Federal-gov,269630,Assoc-voc,14,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,9256,691,33,France
36,State-gov,384660,5th-6th,9,Widowed,Craft-repair,Not-in-family,Other,Female,5231,399,61,Yugoslavia
37,Private,77160,7th-8th,9,Married-spouse-absent,Machine-op-inspct,Husband,White,Female,3415,6,51,Yugoslavia
29,Federal-gov,262800,Prof-school,7,Married-AF-spouse,Other-service,Husband,Other,Female,0,70,44,Cuba
34,State-gov,238625,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Other,Male,0,504,63,Jamaica
38,Private,167674,Masters,7,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,41,India
45,Self-emp-not-inc,155125,7th-8th,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,2034,303,32,Guatemala
31,Self-emp-inc,301875,9th,14,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,0,30,Scotland
33,Without-pay,222562,1st-4th,10,Never-married,Sales,Wife,Amer-Indian-Eskimo,Female,4049,337,40,United-States
43,Private,163824,1st-4th,7,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,40,India
39,?,219010,12th,10,Widowed,Other-service,Not-in-family,Black,Male,2976,746,37,Germany
29,State-gov,197107,12th,7,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,56,27,Ireland
26,Local-gov,296685,12th,9,Widowed,Armed-Forces,Not-in-family,Other,Male,5840,0,70,Taiwan
39,Private,111664,Bachelors,11,Divorced,Armed-Forces,Wife,Black,Male,5485,0,45,Iran
42,Local-gov,416812,Preschool,11,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,5848,0,40,Poland
53,Self-emp-not-inc,423624,12th,8,Married-spouse-absent,Handlers-cleaners,Husband,Black,Female,4736,381,35,Portugal
38,?,139050,11th,9,Never-married,?,Wife,White,Male,0,0,32,England
33,Without-pay,248661,Bachelors,9,Separated,Transport-moving,Not-in-family,Other,Female,3072,0,31,Columbia
33,Private,276010,12th,10,Married-AF-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,16254,638,37,Jamaica
51,Federal-gov,35949,1st-4th,11,Divorced,Armed-Forces,Not-in-family,White,Male,0,0,46,United-States
56,Self-emp-inc,136322,5th-6th,11,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,0,46,South
41,Local-gov,96830,Some-college,10,Divorced,Priv-house-serv,Husband,Black,Male,2646,445,34,Outlying-US(Guam-USVI-etc)
24,State-gov,265016,Bachelors,13,Widowed,Prof-specialty,Unmarried,Black,Female,2612,0,49,Japan
44,Without-pay,146676,Preschool,12,Widowed,Prof-specialty,Unmarried,Black,Male,0,0,34,South
58,Self-emp-inc,330755,1st-4th,9,Divorced,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,0,0,49,Hong
18,Federal-gov,244759,5th-6th,8,Separated,Handlers-cleaners,Own-child,Other,Male,8339,138,59,Japan
45,Private,288591,Bachelors,8,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,28,?
55,Private,144019,HS-grad,11,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,0,38,France
38,Federal-gov,60149,Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,0,0,37,Vietnam
41,Private,305174,11th,12,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Female,0,263,51,Outlying-US(Guam-USVI-etc)
29,Private,220495,12th,7,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,10841,161,33,El-Salvador
45,Federal-gov,158674,5th-6th,8,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,330,24,Ireland
26,Without-pay,265673,12th,12,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,23,Thailand
29,Never-worked,-17424,Assoc-voc,14,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,212,257,36,Greece
47,Private,243437,Assoc-voc,10,Divorced,Tech-support,Husband,Other,Male,1640,186,44,Iran
42,State-gov,80284,Bachelors,8,Separated,Handlers-cleaners,Unmarried,Black,Female,15181,564,44,Peru
69,?,107156,7th-8th,10,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,6870,0,46,El-Salvador
50,Never-worked,79303,HS-grad,10,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,8729,0,20,South
49,State-gov,182749,7th-8th,8,Divorced,Sales,Own-child,Black,Female,0,486,37,Hungary
43,Self-emp-not-inc,181406,HS-grad,12,Widowed,Transport-moving,Unmarried,White,Female,0,296,28,Outlying-US(Guam-USVI-etc)
33,Federal-gov,159363,5th-6th,11,Never-married,Tech-support,Unmarried,Other,Male,0,0,35,Laos
34,Never-worked,333392,Some-college,9,Never-married,?,Unmarried,Asian-Pac-Islander,Male,8490,0,49,Scotland
54,Federal-gov,232451,Doctorate,4,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Male,1451,0,55,Cuba
51,Private,278042,Doctorate,8,Divorced,?,Own-child,Black,Male,0,273,70,Yugoslavia
38,?,187751,Assoc-voc,9,Widowed,Exec-managerial,Wife,White,Male,6062,379,27,Holand-Netherlands
42,Local-gov,347978,Some-college,10,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,225,0,49,China
12,Never-worked,193516,12th,12,Married-AF-spouse,?,Unmarried,Black,Male,11206,0,41,United-States
28,Private,222395,1st-4th,4,Married-AF-spouse,Prof-specialty,Other-relative,Black,Male,8433,386,17,Hong
47,Private,309354,1st-4th,6,Divorced,?,Own-child,Amer-Indian-Eskimo,Male,0,0,54,?
20,Self-emp-not-inc,161559,Bachelors,10,Married-AF-spouse,Transport-moving,Other-relative,White,Female,272,0,59,Japan
44,Without-pay,157845,Some-college,12,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,0,23,Outlying-US(Guam-USVI-etc)
67,?,247815,HS-grad,7,Divorced,Armed-Forces,Unmarried,Black,Male,0,187,45,Puerto-Rico
47,Federal-gov,147545,HS-grad,11,Separated,Exec-managerial,Wife,Black,Female,0,58,40,Japan
38,Local-gov,310092,HS-grad,12,Divorced,Protective-serv,Unmarried,Black,Male,7337,487,48,Nicaragua
55,?,205081,9th,10,Widowed,Craft-repair,Own-child,White,Female,2174,0,49,Taiwan
44,Without-pay,383527,10th,8,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,0,0,23,Trinadad&Tobago
7,Never-worked,167250,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Husband,Other,Female,2387,0,23,France
15,Local-gov,253331,5th-6th,10,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,5128,798,26,Iran
37,?,288612,HS-grad,12,Separated,Tech-support,Other-relative,Black,Female,0,0,52,Ireland
38,Without-pay,11395,12th,14,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,9566,840,35,Italy
32,State-gov,87655,1st-4th,12,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,37,Italy
41,Never-worked,-53312,Doctorate,4,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Male,0,55,38,Japan
3,Federal-gov,105832,11th,11,Married-AF-spouse,Farming-fishing,Own-child,Other,Female,0,1112,56,Dominican-Republic
18,Without-pay,191161,11th,9,Divorced,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,0,1005,50,Laos
38,Self-emp-not-inc,225609,HS-grad,10,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,15,Philippines
24,?,294146,Bachelors,7,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,3333,0,48,Hong
32,Without-pay,245523,Masters,13,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Male,658,0,53,France
35,Local-gov,247706,9th,15,Never-married,?,Unmarried,Asian-Pac-Islander,Male,12670,0,33,Outlying-US(Guam-USVI-etc)
45,?,32928,HS-grad,7,Widowed,Tech-support,Husband,White,Male,0,0,57,England
28,Without-pay,216131,Prof-school,9,Widowed,?,Wife,Black,Female,0,441,46,India
36,?,160740,Bachelors,11,Married-spouse-absent,Protective-serv,Other-relative,Other,Female,0,1142,46,Outlying-US(Guam-USVI-etc)
32,Self-emp-inc,193462,Masters,8,Married-civ-spouse,Other-service,Own-child,Black,Female,4990,27,49,Puerto-Rico
30,Private,293468,Prof-school,8,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,6002,469,30,Haiti
24,Without-pay,145237,Doctorate,6,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,0,0,34,Jamaica
